SizeRank,RegionID,RegionName,RegionType,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,2019-01,2019-02,2019-03,2019-04
11,40,New Jersey,State,0.9013030227699526,0.9028304670375991,0.9010752688172043,0.9106753812636166,0.9145825492701714,0.9263776894426379,0.9222625923855661,0.9211300765155974,0.9144296438622745,0.9056544337690975,0.9041939207387457,0.9025279057222291,0.8909090909090909,0.886603668704836,0.8870967741935484,0.8949880668257757,0.9004502251125562,0.9123222748815166,0.918491689266031,0.9120250591249384,0.9002572163475279,0.8969849246231156,0.8857986555262227,0.8890864636585908,0.8769230769230769,0.8838383838383839,0.8877763090222874,0.8993892207530707,0.9107468123861566,0.9185548071034905,0.927536231884058,0.9245727492943974,0.9206137424949966,0.918918918918919,0.9170854271356784,0.9163179916317992,0.9166666666666666,0.9186046511627907,0.9144920959080252,0.9245283018867925,0.937421679197995,0.9455587392550143,0.9500047500237501,0.95,0.9464575446187128,0.9416666666666667,0.9366786140979689,0.933955970647098,0.931640396109223,0.9316770186335404,0.932934131736527,0.9346733668341709,0.9458064516129032,0.9554920375663536,0.9574164046870535,0.9523809523809523,0.943952802359882,0.9365079365079365,0.933955970647098,0.9328434374362115,0.9285714285714286,0.93,0.9325250501002004,0.9403761504601841,0.9472013329685416,0.9532374100719424,0.9583333333333334,0.954681086719747,0.9485297263092441,0.9428571428571428,0.9398496240601504,0.9365383445843216,0.9340222575516693,0.9333333333333333,0.9354838709677419,0.9444444444444444,0.9523809523809523,0.9573170731707317,0.9614672100778066,0.9585330277141071,0.9541000515729757,0.9507168458781362,0.9478672985781991,0.9441698138993797,0.9427365264928718,0.9404494382022472,0.9459459459459459,0.953880348212632,0.9607843137254902,0.9649122807017544,0.9670846394984326,0.9657142857142857,0.9609756097560975,0.9578660200060625,0.9548724656638325,0.9533333333333334,0.9509318208125941,0.9470426055208807,0.9528185215322369,0.9591212921591186,0.9659574468085106,0.9704852426213106,0.9713701431492843,0.9686907410777712,0.963224617049143,0.959866220735786,0.9560921379085943,0.9529005273686125,0.946790380609733,0.9465408805031447,0.9493670886075949,0.9586466165413534
12,56,Virginia,State,0.9417304296645085,0.9391304347826087,0.9432200224131491,0.9488873862798132,0.9519038076152304,0.9538461538461539,0.9517664139377319,0.9473684210526315,0.944206008583691,0.9411886506766558,0.9351892127011744,0.9358288770053476,0.9273743016759777,0.9259259259259259,0.9344730876688514,0.9426229508196722,0.9495047475237376,0.9527307372026808,0.9513513513513514,0.9462320769854824,0.9428571428571428,0.9377398720682303,0.9396786905122765,0.9358974358974359,0.9322033898305084,0.9342857142857143,0.9443099273607748,0.9574468085106383,0.9639830508474576,0.9653979238754326,0.9652173913043478,0.9607471484801203,0.95929203539823,0.9565217391304348,0.958904109589041,0.9534604613948526,0.9551209064598809,0.9539929219879981,0.9642857142857143,0.9719626168224299,0.9782125389061805,0.9799236809675005,0.9765142150803461,0.9734513274336283,0.968984492246123,0.9664694280078896,0.961057520543051,0.957983193277311,0.9518207282913165,0.9583662453923117,0.9665871121718377,0.971830985915493,0.9767814251401121,0.9769713886950454,0.9697359046920262,0.9650815932619757,0.9606986899563319,0.9586101503291145,0.954524783992724,0.9505703422053232,0.9481743617464453,0.9535105467569013,0.964735516372796,0.9725225225225225,0.9770733959070627,0.9765854806447818,0.9728814250503526,0.9673659673659674,0.964156710197277,0.960222707126118,0.9567198177676538,0.9545849002024877,0.9536842105263158,0.9557109557109557,0.9661016949152542,0.9763720465058132,0.9795577303333075,0.9793608673390044,0.9767441860465116,0.9735849056603774,0.9707006369426752,0.9694345749311748,0.9649122807017544,0.962368129313736,0.9626098336137596,0.9672325305961311,0.9748508346483118,0.9831401475237092,0.9841688654353562,0.9849749582637729,0.9818181818181818,0.9764705882352941,0.9748603351955307,0.9717868338557993,0.968737786479888,0.9670674148648893,0.9660557214187031,0.9711176224361657,0.9807692307692307,0.9874011826953004,0.9897435897435898,0.9899979587670953,0.9866720125675977,0.9811465948441709,0.9777777777777777,0.9749216300940439,0.97165991902834,0.9682406965015661,0.9688773619859207,0.9733700642791552,0.9826086956521739,0.9904
13,59,Washington,State,0.9069160504567203,0.9101820364072815,0.9266409266409267,0.9342263537753768,0.9380863039399625,0.936579913995605,0.933786078098472,0.9328759894459103,0.9214285714285714,0.9212198221092758,0.9138550724637681,0.9067169811320754,0.900225056264066,0.9013002600520104,0.9127277273863921,0.9204848484848485,0.9331476323119777,0.9351946063505872,0.934828293240412,0.9297627118644067,0.9266123054114158,0.9238095238095239,0.9232465206007993,0.919856336582863,0.9154315605928509,0.92208281951653,0.9333333333333333,0.9456264775413712,0.9583333333333334,0.9633911368015414,0.9667692307692307,0.963855421686747,0.9611425242718447,0.9598853868194842,0.956989247311828,0.9546901045612972,0.954653937947494,0.9601873536299765,0.9706453320783576,0.9801786797183789,0.9846153846153847,0.9866666666666667,0.9877551020408163,0.9807692307692307,0.9765988210255869,0.9720215053763441,0.9649969295552241,0.961269126723939,0.9561063511491907,0.9608695652173913,0.970481129347873,0.9794756812694032,0.9824135839902971,0.9847741935483871,0.9821396672280917,0.9770778059565612,0.9732609621115368,0.9666666666666667,0.964279335595642,0.961384060995064,0.9594987376875482,0.9728997289972899,0.9831460674157303,0.9913217623497997,0.9975589281836253,0.9985007199452842,0.994958037443512,0.989010989010989,0.9866008462623413,0.9837024043296458,0.9807137517024931,0.978097809780978,0.9795261492213769,0.9896473065450079,1,1,1,1,1,1,0.9989962493302376,0.9930301068059652,0.9883005531221922,0.9854014598540146,0.9830508474576272,0.9983701858235937,1,1,1.0021052631578948,1.0001140114011402,1,1,1,0.9992292701385932,0.9906542056074766,0.9919839679358717,0.9936825480389576,1,1,1.0021053074801576,1.00119058957996,1,1,1,0.9927536231884058,0.9851063829787234,0.9773584905660377,0.971567366766681,0.9725495604144021,0.9833333333333333,0.9952380952380953,1
14,26,Massachusetts,State,0.9148936170212766,0.9073987901349465,0.9172087941576738,0.929637526652452,0.9320997009943155,0.9416909620991254,0.9338757365034345,0.9339080459770115,0.9242167437082691,0.9179170344218888,0.9191673425250068,0.9130434782608695,0.908013900589722,0.9030286190608502,0.906875,0.9249198967169504,0.9390125847047435,0.9459167117360735,0.9425625920471281,0.9333333333333333,0.9254696267382289,0.9210836277974087,0.9170487703209671,0.9127852453891842,0.9090909090909091,0.9058201462597126,0.9130434782608695,0.9336791404223787,0.9485981308411215,0.9528487229862476,0.9529411764705882,0.9473684210526315,0.9403761504601841,0.9405940594059405,0.9393598910452843,0.9356373251434786,0.933955970647098,0.9285203716940672,0.9404388714733543,0.9540983606557377,0.9636363636363636,0.9696877841770234,0.9699909063352531,0.9657074630390335,0.9592529711375212,0.9544106745737584,0.9547190398254228,0.9484536082474226,0.9435545583132359,0.9448109772457232,0.9575289575289575,0.9641498486448947,0.9730221279175508,0.9756893747906044,0.9748921145547274,0.968421052631579,0.9615384615384616,0.9559804357492219,0.9540931010259271,0.9479553903345725,0.9455128205128205,0.946919178447586,0.9549948655742948,0.9657701711491442,0.9754877438719359,0.9824937477670597,0.9818451278251205,0.975452196382429,0.9671626475115443,0.9640287769784173,0.9608138436097331,0.9553158705701078,0.9518874623267028,0.9481932563272276,0.9607791524085285,0.9727449589992545,0.9828009828009828,0.9862414008755472,0.9862068965517241,0.9811465948441709,0.9766277128547579,0.9749968742185546,0.9717756341550554,0.9673115410273516,0.9619084263178146,0.9622641509433962,0.9728183118741058,0.9825512217096168,0.989345509893455,0.9983633387888707,0.993676603432701,0.987012987012987,0.9813084112149533,0.9799945931332793,0.9777777777777777,0.972492358988608,0.9669889963321107,0.9675881792183031,0.9794754579211783,0.9919977129788451,1,1,1,0.9891086908201823,0.9811320754716981,0.9782472809101138,0.9727559348923485,0.9642857142857143,0.9592476489028213,0.9602164297446376,0.9717868338557993,0.9817351598173516
15,22,Indiana,State,0.9680000688355604,0.9610771369006255,0.9826269881990765,0.9829624478442281,0.9858740435550324,0.9894232139207615,0.9678330652755439,0.9699444135630906,0.9633211070356785,0.9631019387116948,0.9528857479387515,0.9499749874937469,0.9427510176390773,0.9459506531204644,0.9553012929982923,0.9564408493427705,0.9624117956819379,0.9609696969696969,0.960234419668382,0.965037037037037,0.9590508843057759,0.9553817642698295,0.9520921770770163,0.9527622097678142,0.9359212359704181,0.952541419193498,0.9553671562082777,0.9708571428571429,0.9673115410273516,0.9766983405134941,0.9723496432212029,0.9673781284249403,0.9649749821300929,0.9663277681024807,0.9682539682539683,0.960960960960961,0.9518023491292021,0.9483322432962721,0.9599679743795037,0.9711901000526593,0.972,0.9732441471571907,0.9754877438719359,0.9703084899681947,0.9611018518518518,0.9606093760360719,0.9574382284382285,0.9586554096310194,0.9454214675560946,0.9438775510204082,0.9554140127388535,0.9610595917188451,0.9686411149825784,0.968459142748314,0.9659380248651184,0.9652173913043478,0.9649122807017544,0.960844146640036,0.9634052388289677,0.9601217038539553,0.9523809523809523,0.9515151515151515,0.9596748984057518,0.9696969696969697,0.9748589020010262,0.9776751347190146,0.9764705882352941,0.9703703703703703,0.967741935483871,0.9615384615384616,0.9609053497942387,0.9594644849386389,0.9559748427672956,0.9539693128752502,0.9628428109107721,0.9719839908519153,0.9769008448199199,0.9813395678744078,0.9824135839902971,0.9777171441564347,0.9730811204074209,0.9679549227879666,0.967741935483871,0.9616453585325181,0.9605176036328185,0.96,0.9719887955182073,0.9771428571428571,0.9833333333333333,0.9866577718478986,0.9837591199325662,0.9818181818181818,0.9779955991198239,0.9734991887506761,0.9719839908519153,0.970970970970971,0.9663865546218487,0.9717868338557993,0.9778698224852072,0.9868788732394366,0.9914040114613181,0.99592,0.993103448275862,0.984313725490196,0.9834638816362054,0.9786428764530954,0.9741969457609269,0.9693877551020408,0.9647887323943662,0.9701716462695524,0.9772405168820342,0.9862778730703259
16,8,Arizona,State,0.921858939095406,0.916972324108036,0.9205020920502092,0.9230769230769231,0.9259259259259259,0.9262435677530018,0.9259259259259259,0.9222563798659209,0.9166666666666666,0.9103914683313825,0.9101367166880325,0.9008403361344538,0.9,0.8984848484848484,0.9003751563151313,0.909526029419494,0.9212950776520137,0.9302325581395349,0.9434609578701798,0.9417989417989417,0.9444444444444444,0.945273631840796,0.9449854328655918,0.9454545454545454,0.9475836431226766,0.9488510007412898,0.9555224515854437,0.9608843537414966,0.9692307692307692,0.9739130434782609,0.974937343358396,0.9733463112841505,0.9730458221024259,0.9717062017719348,0.96875,0.9635258358662614,0.9606864236298513,0.9592429995253915,0.963944076526858,0.9657142857142857,0.968299711815562,0.9694793536804309,0.9714204058302373,0.9711595055915244,0.9680851063829787,0.9631171311163504,0.9579438171331797,0.9548313321898227,0.9515361224703786,0.9522272433828276,0.9539693128752502,0.9515950546542589,0.9545040946314831,0.9552953698775944,0.953405017921147,0.9530201342281879,0.9537037037037037,0.9519650655021834,0.9523809523809523,0.9539320614239181,0.9521077059453253,0.9559748427672956,0.9608938547486033,0.9642857142857143,0.9657142857142857,0.9662086705564966,0.9683047397499273,0.96731590123263,0.9663608562691132,0.9645953757225434,0.9633197480548351,0.9646302250803859,0.962278675904542,0.963132323521006,0.9675595949932233,0.9690528290090653,0.9696969696969697,0.9697674418604652,0.9702702702702702,0.9699967025719938,0.9694415173867229,0.9688888888888889,0.9692820095072129,0.9682051282051282,0.967816091954023,0.9690721649484536,0.9727431857964491,0.9741969457609269,0.9746666666666667,0.9754877438719359,0.975609756097561,0.974025974025974,0.9732266502538852,0.9735849056603774,0.9722093561834182,0.9707317073170731,0.9714204058302373,0.9737661182747888,0.976803722345453,0.9791814503866039,0.98,0.9803921568627451,0.9799918334013883,0.9782125389061805,0.9767333643555142,0.9774436090225563,0.9736842105263158,0.972972972972973,0.9714285714285714,0.9721022885203372,0.9743589743589743,0.9769230769230769
17,53,Tennessee,State,0.8996247724436601,0.906,0.9114285714285715,0.9232088100497874,0.9256611865618298,0.9294573643410853,0.9224515322076298,0.9177777777777778,0.9111111111111111,0.9110057925223802,0.9025124053484802,0.8997538409303115,0.8952080042127436,0.9065420560747663,0.9045226130653267,0.9155555555555556,0.9165137614678899,0.9230769230769231,0.9191472142663545,0.92,0.9155937052932761,0.9099181073703366,0.9092975676290066,0.91,0.9,0.9012016021361816,0.9172413793103448,0.9292351679771265,0.9370435512090916,0.938938938938939,0.9374173735973433,0.9333333333333333,0.933288859239493,0.9286998202516477,0.9286428809603201,0.9269662921348315,0.9257422720305362,0.9204602301150575,0.9358753273737809,0.9435310936383131,0.9490909090909091,0.9521061742642816,0.9523809523809523,0.9483751708635311,0.9459459459459459,0.9433212996389891,0.941213258286429,0.9378960709759189,0.9314285714285714,0.9367559173685944,0.94513600737667125,0.9493097802812515,0.9558823529411765,0.9583333333333334,0.9572649572649573,0.9522388059701492,0.9523809523809523,0.9479553903345725,0.9494324045407637,0.9440450140668959,0.9403553299492385,0.9465855307640297,0.9518658734451054,0.9526558891454965,0.9615769862574622,0.9629722268541678,0.9627406851712929,0.9605032779547669,0.9583478260869566,0.9582985821517932,0.9549795361527967,0.950950950950951,0.95,0.9528346831824679,0.9597749062109212,0.9662921348314607,0.9711824858362698,0.9741893847130708,0.9732142857142857,0.9711955213098965,0.9682582021872499,0.9672040022234575,0.9660714285714286,0.9638297872340426,0.9615384615384616,0.96,0.9699960515925243,0.9727626459143969,0.9758928571428571,0.9777171441564347,0.978494623655914,0.9761194029850746,0.9726411281676761,0.9724042740534494,0.9709615384615384,0.9690074539034915,0.9657534246575342,0.9673241122222185,0.9734810126582278,0.9791666666666666,0.9830508474576272,0.9826086956521739,0.9821193485293012,0.978494623655914,0.9742120343839542,0.9705014749262537,0.9666666666666667,0.9649303671550009,0.9639344262295082,0.9671875,0.972492358988608,0.9780872941289451
18,32,Missouri,State,0.9250973333333334,0.9172413793103448,0.9382753367223136,0.9459167117360735,0.9480610675708225,0.9462083691502179,0.9371069182389937,0.9254901960784314,0.9209302325581395,0.916471372160444,0.9095860566448801,0.8979672299027137,0.8888888888888888,0.9006691259363284,0.9078260869565218,0.917172195892575,0.928462709284627,0.9324087995337995,0.935933147632312,0.9268170426065163,0.9162162162162162,0.9154411764705882,0.917673478419226,0.9155937052932761,0.906816760475297,0.9148280810063822,0.924295,0.9329017068864037,0.9473684210526315,0.9515011547344111,0.948780487804878,0.9471649390798327,0.94,0.933698872690216,0.9360281699906398,0.940582695703355,0.9353317073170732,0.9357619047619048,0.9493822222222222,0.9613928571428572,0.9650034910650465,0.970873786407767,0.9699930216329379,0.96341,0.9583333333333334,0.9552238805970149,0.9471766848816029,0.9490426266667993,0.9423728813559322,0.943512,0.9565217391304348,0.9629629629629629,0.9707724425887265,0.9693877551020408,0.9671272034302049,0.967741935483871,0.9621148160311379,0.956551724137931,0.9565217391304348,0.959866220735786,0.9572192513368984,0.951896,0.9649749821300929,0.971372729363072,0.9780227104147685,0.979381443298969,0.9736452830188679,0.9706643658326143,0.968503937007874,0.9673366834170855,0.962278675904542,0.9609528422895257,0.9578947368421052,0.9579278169257819,0.9681818181818181,0.980788675429727,0.9851000425713069,0.9878740740740741,0.9822632139056403,0.978484998641326,0.9735202492211839,0.9696969696969697,0.9682582374890067,0.9652736904061212,0.9615384615384616,0.9695652173913043,0.9774208213365662,0.9853450704225352,0.9878154917319408,0.9923076923076923,0.9882214369846879,0.982028241335045,0.9769230769230769,0.9743458183683941,0.9689310163243813,0.9657794676806084,0.9636363636363636,0.9677245831091985,0.9813655076061228,0.9873225509775125,0.9939031399029297,0.9957122439256789,0.9894151884623034,0.9835164835164835,0.9766307604069335,0.9749861033907726,0.9696969696969697,0.9663011997160977,0.9603841536614646,0.9682400181994557,0.9741969457609269,0.9848393891521854
19,27,Maryland,State,0.92,0.9090909090909091,0.92,0.9234574694346618,0.9335012594458438,0.9394572025052192,0.9330187854958497,0.934375,0.9266409266409267,0.9234828496042217,0.9282263630089717,0.9184569922530149,0.9262689885142645,0.9207858048162231,0.9083073496659243,0.9115314283808645,0.9209867762499342,0.9318736444320254,0.9328324839862658,0.9348678392221219,0.9290540540540541,0.9211382113821138,0.9180196432150731,0.9220800834840184,0.9196303105761697,0.9171762090050027,0.9254627313656828,0.9327115256495669,0.95,0.9518072289156626,0.9541984732824428,0.948,0.9462759462759462,0.9481605351170569,0.9502375593898474,0.9494949494949495,0.9471766848816029,0.9481605351170569,0.9523809523809523,0.96,0.9674778106508876,0.9725206892982255,0.9719639393137331,0.9698498327759197,0.9665551839464883,0.9625,0.9610367020351366,0.9555555555555556,0.951304347826087,0.9512336187184703,0.9565217391304348,0.9606986899563319,0.9676489875079926,0.9705170256491231,0.9695077292171197,0.9649749821300929,0.9595753368721928,0.9540229885057471,0.9526542324246772,0.9495327102803738,0.9449694274596998,0.94392786700479,0.9495787256450764,0.9612625538020086,0.9682539682539683,0.9729693196846482,0.9711595055915244,0.9669889963321107,0.9591670069416088,0.9561128526645768,0.9563477628228446,0.9528459130198054,0.9482461184588844,0.9499916652775463,0.9545454545454546,0.9639869043288468,0.9730811204074209,0.9769713886950454,0.9768586540974862,0.9734513274336283,0.9686274509803922,0.966044142614601,0.963302752293578,0.9613065326633166,0.9559804357492219,0.96,0.9638322431704501,0.9739130434782609,0.98,0.9818451278251205,0.9794196900721939,0.9766555502620295,0.9727405838188106,0.9702886247877759,0.9699909063352531,0.9666666666666667,0.9626221144992115,0.9661538461538461,0.9719839908519153,0.9797160243407708,0.9840091324200912,0.9878048780487805,0.9849184364419822,0.9799248120300752,0.9761904761904762,0.9736772834956567,0.9696969696969697,0.966109882287138,0.9626098336137596,0.9617850730956655,0.9688581314878892,0.9788732394366197
20,60,Wisconsin,State,0.9039359573048699,0.9031986531986532,0.9168443496801706,0.9254692475104374,0.9292351679771265,0.934819897084048,0.9279639819909955,0.9212649241690868,0.9145106861642295,0.9078058998662735,0.9035779260157671,0.9088030398986701,0.8924202720975694,0.8939974457215837,0.898359343737495,0.9111979166666667,0.9145470134324093,0.9230769230769231,0.9215376513954713,0.9169059293527206,0.9065332916536417,0.9066044029352902,0.8992805755395683,0.8983580922595777,0.8917811520848398,0.8934143435787467,0.902817476521029,0.9111111111111111,0.9258710155670867,0.933955970647098,0.9354677338669335,0.9311273566756445,0.923949299533022,0.9198813056379822,0.9218707758853745,0.9199644286349489,0.9176392130710237,0.9141937680808181,0.9242496426869938,0.9339330026245871,0.9483667017913593,0.9523809523809523,0.9545454545454546,0.9528721451595892,0.9449694274596998,0.94,0.9371671991480298,0.9273182957393483,0.9224515322076298,0.916972324108036,0.9325044404973357,0.9422850412249706,0.9506481702097618,0.9585330277141071,0.9587155963302753,0.9523809523809523,0.9472259810554804,0.9426702577914583,0.9371428571428572,0.931961120640366,0.9333333333333333,0.9304347826086956,0.9411764705882353,0.9539121114683816,0.9619109102646869,0.9641985353946297,0.9622641509433962,0.959009009009009,0.9520478054235393,0.9499431746271194,0.9462550028587764,0.9411764705882353,0.9423076923076923,0.9387078404582861,0.9497716894977168,0.9621115368241805,0.9702517162471396,0.9754877438719359,0.9741969457609269,0.9709506017645553,0.9648732770120053,0.9606173496540713,0.9579997679545191,0.9519725557461407,0.9471304515527651,0.9467667023937121,0.9603841536614646,0.9726027397260274,0.978742249778565,0.9854501350680853,0.9827993445809154,0.9771428571428571,0.9725704764356871,0.9680276517606394,0.9631019387116948,0.9596216806111313,0.9543088490456911,0.9601181683899557,0.9724042773370127,0.9818451278251205,0.9896391568417292,0.994569877107745,0.9936908517350158,0.9847759895606786,0.9795748228428511,0.9727626459143969,0.9659863945578231,0.9607843137254902,0.9543725971881029,0.9574005147862157,0.9717756341550554,0.9803921568627451
21,31,Minnesota,State,0.9178630265944928,0.918918918918919,0.9170487703209671,0.920984,0.9274697790746145,0.9333333333333333,0.9265187340851219,0.9113300492610837,0.9093484419263456,0.9109109109109109,0.9002536429056339,0.9054086252084822,0.893069778518695,0.877914951989026,0.8860940584020494,0.8920800696257616,0.9090909090909091,0.9237875288683602,0.9228813559322034,0.9271550732607423,0.92,0.9168055766025155,0.91588334538443,0.9093073372749778,0.9051929490233445,0.9018036072144289,0.9116175653140633,0.9203681472589036,0.9434049777715545,0.9501923020352563,0.9539693128752502,0.951188986232791,0.9501979595582343,0.9512042492139565,0.95,0.9503801520608244,0.9426013691416535,0.941703220876102,0.949326491340603,0.9515676608621821,0.9543554006968641,0.9631755725190839,0.9672040022234575,0.9702850212249848,0.9686235373168244,0.9636650868878357,0.9586830213040671,0.9520366353338153,0.9486844747941354,0.9449724862431216,0.9519230769230769,0.9657452022449103,0.973015873015873,0.9753047827446076,0.9734513274336283,0.9684076837593268,0.9627406851712929,0.9622641509433962,0.9565217391304348,0.9516837481698389,0.948,0.9539769884942472,0.9662398137369034,0.973630831643002,0.9783212896053363,0.9815837937384899,0.9797498511018463,0.9741969457609269,0.9702850212249848,0.9656488549618321,0.9616005162955792,0.9560449450786819,0.9585798816568047,0.9587328053355565,0.9702850212249848,0.98,0.9887005649717514,0.9909049567985448,0.9910163243812533,0.9838135316306911,0.9788582531605248,0.9743589743589743,0.9714204058302373,0.9647058823529412,0.9608319114480632,0.9607687719418375,0.9799919967987195,0.9908401867081573,1,1,0.9999947306575613,0.9877469367341836,0.9828902342721769,0.9793103448275862,0.9741969457609269,0.970873786407767,0.967741935483871,0.9738550622916301,0.9915140687807057,1,1,1,1,0.9967260822117133,0.9882352941176471,0.9811320754716981,0.975,0.9666666666666667,0.9625,0.9729305610043154,0.9833333333333333,0.9987878787878788
22,10,Colorado,State,0.9352401142772713,0.9292351679771265,0.9460442975726818,0.9496776834119846,0.95,0.9494949494949495,0.9429340852130326,0.9407216494845361,0.931899641577061,0.9298998569384835,0.9244992295839753,0.9230177059276367,0.9171762090050027,0.9218436873747495,0.9259259259259259,0.9380165289256198,0.9397590361445783,0.9433962264150944,0.9453302961275627,0.9447674418604651,0.9410801963993454,0.9375,0.9357857373346241,0.9389299655801597,0.9392374517374518,0.9432860322760156,0.9519042847599961,0.9610027855153204,0.9690624969787595,0.9727272727272728,0.9731903485254692,0.9706257982120051,0.9682539682539683,0.9666666666666667,0.9652777777777778,0.9636363636363636,0.9631432545201669,0.9666868063947109,0.9749630607540355,0.9807692307692307,0.9857142857142858,0.9868554095045501,0.9861499472484341,0.9822222222222222,0.9782608695652174,0.9729583558680368,0.9689518649718691,0.9667955727430324,0.9668278046341057,0.9714285714285714,0.9783783783783784,0.985,0.9899665551839465,0.9913606911447084,0.9906059182714889,0.9848679148499615,0.981203007518797,0.9785202863961814,0.9768637532133676,0.9759433962264151,0.9791400595998297,0.9823425544437905,0.9937106918238994,1,1,1,1,0.9979428571428571,0.9888853604318831,0.9845454545454545,0.9811465948441709,0.9782608695652174,0.9794146027661628,0.9819819819819819,0.9945117212320906,1,1,1,1,0.9929836743471423,0.9885714285714285,0.9851470142467414,0.9811859966658728,0.9807692307692307,0.9805844283192783,0.9870689655172413,0.9979381443298969,1,1,1,1,0.993103448275862,0.9870808535346204,0.9843260188087775,0.9828571428571429,0.9814241486068112,0.986159169550173,0.9951456310679612,1,1,1,1,1,0.9899859803725215,0.9840857421240663,0.9798387096774194,0.9746835443037974,0.9730250481695568,0.974025974025974,0.9821428571428571,0.9879678929335499,0.9940629629251723
23,4,Alabama,State,0.8825038481272447,0.9,0.9110057925223802,0.9090702385381785,0.9128440366972477,0.9146985273687135,0.9122401847575058,0.914394583744429,0.9049773755656109,0.8938547486033519,0.8954128440366973,0.8837119366881709,0.8767741935483871,0.8610602463543898,0.8934953538241601,0.9099181073703366,0.9123013537374927,0.9184397163120568,0.9234322259726417,0.9117700692357014,0.8984492445317187,0.9004502251125562,0.9018567639257294,0.8952080042127436,0.9053254437869822,0.9037735849056604,0.9018036072144289,0.9169082125603865,0.9278350515463918,0.9303515842559872,0.9311111111111111,0.9234913140014581,0.9236007811787497,0.9156626506024096,0.9148084619782733,0.9167204648160103,0.9183673469387755,0.9106614746988765,0.9232480533926585,0.9304100356837108,0.9385665529010239,0.9370629370629371,0.9476527181547516,0.9405295970994749,0.9335664335664335,0.9393939393939394,0.9254498714652957,0.9259259259259259,0.9238135481205253,0.9226190476190477,0.926444646649889,0.9380692167577414,0.9426813479530367,0.9439692019583245,0.9426121599806628,0.9418803418803419,0.9386258357798871,0.937037037037037,0.9361250000000001,0.9307958477508651,0.9367042560931248,0.9354838709677419,0.9393364368568935,0.9484848484848485,0.9512109512109512,0.9521276595744681,0.9495961175167742,0.9457984721716988,0.9417304296645085,0.9367582231264836,0.9374804565353345,0.9379800022930016,0.9350731935004888,0.9414088215931534,0.9448899453952362,0.9518434913468774,0.9587328053355565,0.9598853868194842,0.9597382509167636,0.9562109025915997,0.9536082474226805,0.9499687304565353,0.9491137793024585,0.9455555555555556,0.9476190476190476,0.9447236180904522,0.9555357936860827,0.9600903614457831,0.9609701427576602,0.964,0.9647718174539631,0.9623430962343096,0.9590491880442457,0.9559814143532024,0.954531676265535,0.9535236461545767,0.9563825530212084,0.9595753368721928,0.9640102827763496,0.9685489635453896,0.972,0.9707724425887265,0.9688888888888889,0.9664650607195711,0.963011824489397,0.9615384615384616,0.9572039072039072,0.9586206896551724,0.9555072445758986,0.9571929984501778,0.9651612903225807,0.9710144927536232
